Generating graphs for 28 (n,m) pairs with 10 iterations each
Total graphs to generate: 280
Using 30 parallel processes
Graph type: POWLAW
Sparsity: 3
✓ Generated graph n=10, m=31, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_6230961512046992311.txt (Time: 0.00s)
✓ Generated graph n=300, m=5196, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_300_5196_POWLAW_6522163754831416203.txt (Time: 1.28s)
✓ Generated graph n=650, m=16571, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=550, m=12898, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_6522163754831416203.txt (Time: 0.68s)
✓ Generated graph n=600, m=14696, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_7599700178212337699.txt (Time: 0.38s)
✓ Generated graph n=600, m=14696, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_6522163754831416203.txt (Time: 0.31s)
✓ Generated graph n=400, m=8000, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_400_8000_POWLAW_1353182403971399009.txt (Time: 1.45s)
✓ Generated graph n=550, m=12898, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_1070244953599069350.txt (Time: 0.93s)
✓ Generated graph n=350, m=6547, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_350_6547_POWLAW_7871178979383552919.txt (Time: 1.72s)
✓ Generated graph n=400, m=8000, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_400_8000_POWLAW_1070244953599069350.txt (Time: 1.71s)
✓ Generated graph n=650, m=16571, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_7599700178212337699.txt (Time: 0.32s)
✓ Generated graph n=650, m=16571, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_1353182403971399009.txt (Time: 0.33s)
✓ Generated graph n=700, m=18520, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=650, m=16571, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_7032710160631691991.txt (Time: 0.49s)
✓ Generated graph n=650, m=16571, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_1070244953599069350.txt (Time: 0.42s)
✓ Generated graph n=350, m=6547, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_350_6547_POWLAW_1070244953599069350.txt (Time: 3.47s)
✓ Generated graph n=650, m=16571, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_5739955973604961613.txt (Time: 2.17s)
✓ Generated graph n=700, m=18520, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_7599700178212337699.txt (Time: 0.35s)
✓ Generated graph n=700, m=18520, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_7032710160631691991.txt (Time: 0.56s)
✓ Generated graph n=700, m=18520, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_1070244953599069350.txt (Time: 0.58s)
✓ Generated graph n=700, m=18520, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_6522163754831416203.txt (Time: 0.63s)
✓ Generated graph n=350, m=6547, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_350_6547_POWLAW_6938562734920028532.txt (Time: 5.40s)
✓ Generated graph n=600, m=14696, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_3881801951614183357.txt (Time: 4.54s)
✓ Generated graph n=750, m=20539, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_6230961512046992311.txt (Time: 0.00s)
✓ Generated graph n=750, m=20539, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_5739955973604961613.txt (Time: 0.52s)
✓ Generated graph n=400, m=8000, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_400_8000_POWLAW_6938562734920028532.txt (Time: 8.14s)
✓ Generated graph n=450, m=9545, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_450_9545_POWLAW_1353182403971399009.txt (Time: 9.94s)
✓ Generated graph n=450, m=9545, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_450_9545_POWLAW_6938562734920028532.txt (Time: 10.73s)
✓ Generated graph n=450, m=9545, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_450_9545_POWLAW_1070244953599069350.txt (Time: 11.19s)
✓ Generated graph n=750, m=20539, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_1353182403971399009.txt (Time: 1.23s)
✓ Generated graph n=750, m=20539, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_6522163754831416203.txt (Time: 0.72s)
✓ Generated graph n=450, m=9545, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_450_9545_POWLAW_6522163754831416203.txt (Time: 12.98s)
✓ Generated graph n=800, m=22627, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=450, m=9545, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_450_9545_POWLAW_7871178979383552919.txt (Time: 13.76s)
✓ Generated graph n=800, m=22627, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_5739955973604961613.txt (Time: 0.54s)
✓ Generated graph n=500, m=11180, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_500_11180_POWLAW_1353182403971399009.txt (Time: 14.85s)
✓ Generated graph n=500, m=11180, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_500_11180_POWLAW_6938562734920028532.txt (Time: 22.19s)
✓ Generated graph n=550, m=12898, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_1353182403971399009.txt (Time: 22.15s)
✓ Generated graph n=800, m=22627, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_7032710160631691991.txt (Time: 8.04s)
✓ Generated graph n=800, m=22627, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_7599700178212337699.txt (Time: 0.87s)
✓ Generated graph n=800, m=22627, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_6522163754831416203.txt (Time: 0.58s)
✓ Generated graph n=500, m=11180, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_500_11180_POWLAW_7871178979383552919.txt (Time: 24.63s)
✓ Generated graph n=850, m=24781, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=850, m=24781, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_7871178979383552919.txt (Time: 0.55s)
✓ Generated graph n=500, m=11180, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_500_11180_POWLAW_6522163754831416203.txt (Time: 25.33s)
✓ Generated graph n=550, m=12898, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_3881801951614183357.txt (Time: 27.90s)
✓ Generated graph n=600, m=14696, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_1353182403971399009.txt (Time: 28.90s)
✓ Generated graph n=550, m=12898, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_7032710160631691991.txt (Time: 31.24s)
✓ Generated graph n=700, m=18520, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_5739955973604961613.txt (Time: 34.97s)
✓ Generated graph n=550, m=12898, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_550_12898_POWLAW_6938562734920028532.txt (Time: 39.31s)
✓ Generated graph n=600, m=14696, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_7871178979383552919.txt (Time: 40.64s)
✓ Generated graph n=600, m=14696, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_1070244953599069350.txt (Time: 41.43s)
✓ Generated graph n=900, m=27000, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=600, m=14696, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_7032710160631691991.txt (Time: 53.21s)
✓ Generated graph n=650, m=16571, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_6522163754831416203.txt (Time: 52.37s)
✓ Generated graph n=650, m=16571, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_7871178979383552919.txt (Time: 53.09s)
✓ Generated graph n=650, m=16571, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_3881801951614183357.txt (Time: 56.91s)
✓ Generated graph n=600, m=14696, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_600_14696_POWLAW_6938562734920028532.txt (Time: 65.40s)
✓ Generated graph n=900, m=27000, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_1353182403971399009.txt (Time: 1.16s)
✓ Generated graph n=650, m=16571, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_650_16571_POWLAW_6938562734920028532.txt (Time: 78.81s)
✓ Generated graph n=900, m=27000, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_6522163754831416203.txt (Time: 1.74s)
✓ Generated graph n=700, m=18520, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_3881801951614183357.txt (Time: 84.50s)
✓ Generated graph n=950, m=29280, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=700, m=18520, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_7871178979383552919.txt (Time: 86.63s)
✓ Generated graph n=950, m=29280, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_5739955973604961613.txt (Time: 0.67s)
✓ Generated graph n=700, m=18520, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_1353182403971399009.txt (Time: 92.33s)
✓ Generated graph n=950, m=29280, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_7032710160631691991.txt (Time: 0.63s)
✓ Generated graph n=750, m=20539, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_7599700178212337699.txt (Time: 89.07s)
✓ Generated graph n=750, m=20539, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_1070244953599069350.txt (Time: 93.62s)
✓ Generated graph n=750, m=20539, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_7032710160631691991.txt (Time: 99.58s)
✓ Generated graph n=950, m=29280, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_6522163754831416203.txt (Time: 1.68s)
✓ Generated graph n=800, m=22627, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_1353182403971399009.txt (Time: 90.19s)
✓ Generated graph n=1000, m=31622, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=750, m=20539, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_7871178979383552919.txt (Time: 108.66s)
✓ Generated graph n=700, m=18520, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_700_18520_POWLAW_6938562734920028532.txt (Time: 111.59s)
✓ Generated graph n=1000, m=31622, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_3881801951614183357.txt (Time: 3.38s)
✓ Generated graph n=750, m=20539, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_3881801951614183357.txt (Time: 127.36s)
✓ Generated graph n=750, m=20539, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_750_20539_POWLAW_6938562734920028532.txt (Time: 125.22s)
✓ Generated graph n=1000, m=31622, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_1353182403971399009.txt (Time: 0.87s)
✓ Generated graph n=1000, m=31622, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_1070244953599069350.txt (Time: 0.88s)
✓ Generated graph n=800, m=22627, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_7871178979383552919.txt (Time: 140.94s)
✓ Generated graph n=800, m=22627, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_1070244953599069350.txt (Time: 140.25s)
✓ Generated graph n=800, m=22627, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_3881801951614183357.txt (Time: 155.95s)
✓ Generated graph n=800, m=22627, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_800_22627_POWLAW_6938562734920028532.txt (Time: 155.96s)
✓ Generated graph n=850, m=24781, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_1353182403971399009.txt (Time: 158.59s)
✓ Generated graph n=850, m=24781, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_5739955973604961613.txt (Time: 173.03s)
✓ Generated graph n=850, m=24781, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_3881801951614183357.txt (Time: 173.12s)
✓ Generated graph n=850, m=24781, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_7599700178212337699.txt (Time: 174.72s)
✓ Generated graph n=850, m=24781, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_6522163754831416203.txt (Time: 176.48s)
✓ Generated graph n=850, m=24781, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_7032710160631691991.txt (Time: 190.89s)
✓ Generated graph n=900, m=27000, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_7871178979383552919.txt (Time: 180.44s)
✓ Generated graph n=850, m=24781, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_1070244953599069350.txt (Time: 192.12s)
✓ Generated graph n=850, m=24781, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_850_24781_POWLAW_6938562734920028532.txt (Time: 189.05s)
✓ Generated graph n=900, m=27000, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_1070244953599069350.txt (Time: 164.14s)
✓ Generated graph n=950, m=29280, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_7599700178212337699.txt (Time: 161.78s)
✓ Generated graph n=900, m=27000, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_5739955973604961613.txt (Time: 208.54s)
✓ Generated graph n=900, m=27000, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_7599700178212337699.txt (Time: 216.19s)
✓ Generated graph n=900, m=27000, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_3881801951614183357.txt (Time: 225.15s)
✓ Generated graph n=900, m=27000, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_7032710160631691991.txt (Time: 227.91s)
✓ Generated graph n=950, m=29280, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_7871178979383552919.txt (Time: 215.28s)
✓ Generated graph n=950, m=29280, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_3881801951614183357.txt (Time: 218.54s)
✓ Generated graph n=950, m=29280, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_1353182403971399009.txt (Time: 239.42s)
✓ Generated graph n=900, m=27000, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_900_27000_POWLAW_6938562734920028532.txt (Time: 256.61s)
✓ Generated graph n=1000, m=31622, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_6522163754831416203.txt (Time: 206.38s)
✓ Generated graph n=950, m=29280, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_1070244953599069350.txt (Time: 242.76s)
✓ Generated graph n=1000, m=31622, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_7871178979383552919.txt (Time: 269.78s)
✓ Generated graph n=950, m=29280, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_950_29280_POWLAW_6938562734920028532.txt (Time: 304.22s)
✓ Generated graph n=1000, m=31622, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_7032710160631691991.txt (Time: 299.35s)
✓ Generated graph n=1000, m=31622, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_7599700178212337699.txt (Time: 300.24s)
✓ Generated graph n=1000, m=31622, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_5739955973604961613.txt (Time: 342.43s)
✓ Generated graph n=1000, m=31622, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_1000_31622_POWLAW_6938562734920028532.txt (Time: 359.86s)

Graph generation completed in 514.16 seconds
Successful: 280
Failed: 0
Total: 280
